,Country,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths,Population,Yearly_Change,Net_Change,Density,Land_Area,Migrants,Fert._Rate,Med._Age,Urban_Pop_%,World_Share,Time,Time_Code,Country_code,Adolescent_fertility_rate,Agriculture_forestry_and_fishing_value_added,Annual_freshwater_withdrawals_total,Births_attended_by_skilled_health_staff,CO2_emissions,Contraceptive_prevalence_any_methods,Domestic_credit_provided_by_financial_sector,Electric_power_consumption,Energy_use,Exports_of_goods_and_services,External_debt_stocks_total,Fertility_rate_total,Foreign_direct_investment_net_inflows,Forest_area,GDP,GDP_growth,GNI_per_capita_Atlas_method,GNI_per_capita_PPP,GNI_Atlas_method,GNI_PPP,Gross_capital_formation,High-technology_exports,Immunization_measles,Imports_of_goods_and_services,Income_share_held_by_lowest_20%,Industry,Inflation_GDP_deflator,Life_expectancy_at_birth_total,Merchandise_trade,Military_expenditure,Mobile_cellular_subscriptions,Mortality_rate_under-5,Net_barter_terms_of_trade_index,Net_migration,Net_official_development_assistance_and_official_aid_received,Personal_remittances_received,Population_density,Population_growth,Population_total,Poverty_headcount_ratio_at_$1.90_a_day,Poverty_headcount_ratio_at_national_poverty_lines,Prevalence_of_HIV_total,Prevalence_of_underweight_weight_for_age,Primary_completion_rate_total,Revenue_excluding_grants,School_enrollment_primary,School_enrollment_primary_and_secondary,School_enrollment_secondary,Statistical_Capacity_score,Surface_area,Tax_revenue,Terrestrial_and_marine_protected_areas,Time_required_to_start_a_business,Total_debt_service,Urban_population_growth,Access_to_electricity,Adjusted_net_national_income,Cause_of_death_by_communicable_diseases_and_maternal_prenatal_and_nutrition_conditions,Cause_of_death_by_injury,Cause_of_death_by_non-communicable_diseases,Central_government_debt_total,Cereal_yield,Child_employment_in_agriculture,Children_out_of_school_primary,Children_out_of_school_primary_female,Children_out_of_school_primary_male,Children_with_fever_receiving_antimalarial_drugs,Completeness_of_birth_registration,Condom_use_population_ages_15-24_male,Container_port_traffic,Coverage_of_social_insurance_programs,infection_rate,death_rate
91,Lebanon,1080,83697,9,652,6819976,-0.44 %,-30268,667,10230,-30012.0,2.1,30,78 %,0.09 %,2015,YR2015,LBN,15.2896,3.38257267820263,..,..,3.74576720297556,..,..,..,..,23.1350170321601,68225559537,2.103,2159289951.7,1373.00003051758,49939374832.7031,0.211611959138764,7280,14910,47550775518.8665,97376540515.4046,22.2180940597227,2.18770071384908,82,48.689587131754,..,15.7294801886521,3.53059478184288,78.768,45.9497141821908,4.48688434454642,71.29772813,8.3,104.5030479,..,965609985.351563,7480817046.6,638.580449657869,4.22518713646867,6532678,..,..,0.1,..,..,17.1213261660925,..,..,..,65.5555333333333,10450,13.462345028939,..,15,64.3679722499828,4.40580473359058,100,40190296765.6543,3.7,6.6,89.7,..,3162.9,..,..,..,..,..,..,..,1130000,..,12272.3305771164,95.60150944812708
92,Lesotho,8,1961,0,44,2145194,0.80 %,16981,71,30360,-10047.0,3.2,24,31 %,0.03 %,2015,YR2015,LSO,91.2404,3.76183622380215,..,..,1.13980381938795,..,..,..,..,42.6642140455986,921428686.1,3.218,206514459.900398,490,2372280099.24153,2.6501442474809,1340,3480,2766078215.05304,7160368698.95524,30.8940632196518,0.212685532008943,93,86.3702325196745,..,33.5567050470204,8.68656969207562,51.038,123.341253039028,1.73342807205309,103.9397364,94.1,84.82117927,..,86489997.8637695,370828477.728336,67.8201910408432,0.759743303173462,2059021,..,..,24.5,..,81.7555465698242,38.9706296920777,116.634521484375,1.04560005664825,60.6760902404785,65.5556,30360,33.5909567134832,..,29,3.71842591277824,2.27995998510445,31.8150539398193,2188244019.06056,60.7,8.1,31.2,..,658.3,..,23616,10829,12787,..,..,..,..,..,914.1364370774858,20.51096544182018
93,Liberia,0,1426,0,82,5077411,2.44 %,120307,53,96320,-5000.0,4.4,19,53 %,0.06 %,2015,YR2015,LBR,137.194,34.3706956248033,..,..,0.2771427229816,..,..,..,..,19.4690273843248,839147458.6,4.54,232679832.473779,41790,3177000000,0,630,1180,2818825281.42329,5269268962.54026,20.1573245199874,..,74,106.548662259994,..,12.5368744098206,1.04961832061068,62.269,62.008183821215,0.467722332101813,81.65948531,91,121.7355484,..,1094430053.71094,654424479.48,46.4309593023256,2.5528646851682,4472230,..,..,1.8,..,..,..,95.3327102661133,0.863579988479614,37.9034996032715,51.1111,111370,..,..,6,8.71763148326974,3.40553230187714,16.1107311248779,2175738248.801,60.9,9.6,29.5,..,1262.8,..,..,..,..,..,..,..,100000,..,280.8517963190295,16.149963042188233
94,Libya,862,62907,9,880,6887247,1.38 %,93840,4,1759540,-1999.0,2.3,29,78 %,0.09 %,2015,YR2015,LBY,5.9114,..,..,..,8.88024053041959,..,..,..,..,39.9666607308094,..,2.356,0,2170,27842131479.8726,-8.8620393625491,5690,12740,36509875064.4847,81779062375.7705,..,..,98,74.2792614184813,..,..,-19.3985123874934,72.121,99.924102506707,..,151.8635343,13.3,135.0925676,..,157369995.117188,..,3.64772326858156,0.88070131025066,6418315,..,..,0.2,..,..,..,..,..,..,22.2222,1759540,..,..,35,..,1.21048937233228,73.4256134033203,25806469345.3366,8.4,21.2,70.4,..,683.2,..,..,..,..,..,..,..,456773,..,9133.838237542519,127.77238859009995
95,Liechtenstein,56,607,0,3,38147,0.29 %,109,238,160,,N.A.,N.A.,15 %,0.00 %,2015,YR2015,LIE,..,..,..,..,1.37010942087003,..,..,..,..,..,..,1.4,80400430107.7698,69.0000009536743,6268391521.19701,..,..,..,..,..,..,..,..,..,..,37.2602648896845,..,82.6560975609756,..,..,109.2874299,..,..,..,..,..,234.1875,0.661376301266921,37470,..,..,..,..,105.747131347656,..,105.665420532227,0.850310027599335,116.123443603516,..,160,..,..,..,..,0.580145727462512,100,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,15912.12939418565,78.64314362859466
96,Lithuania,837,16556,4,170,2715340,-1.35 %,-37338,43,62674,-32780.0,1.7,45,71 %,0.03 %,2015,YR2015,LTU,11.8836,3.41928560498353,..,..,4.50404866243705,..,..,..,..,68.8216339729772,..,1.7,1043676603.7927,21800,41392396557.6337,2.03314807367339,15170,27780,44067063577.6765,80707965908.1476,21.2149830196006,12.8091338946586,94,69.8193075781853,6.1,26.6477154320745,0.0913269037972952,74.3219512195122,129.361922606834,1.13506722058469,142.7088762,4.9,100.5257272,..,..,1372817412.18961,46.3672785315243,-0.940753796646208,2904910,0.7,21.9,0.2,..,100.735023498535,31.3961493196315,102.089256286621,0.970130026340485,107.672927856445,..,65286.0009765625,16.7055414623572,..,5.5,..,-0.759129788432856,100,34360944906.5466,3.3,6.7,90,..,4564.6,..,87,..,..,..,..,..,393000,..,6097.21066238482,62.60726096916041
97,Luxembourg,319,19101,0,160,627704,1.66 %,10249,242,2590,9741.0,1.5,40,88 %,0.01 %,2015,YR2015,LUX,5.3978,0.225689381407468,..,..,16.2425843217393,..,..,..,6548.40555894973,221.196586443064,..,1.47,12499722622.8781,866.999969482422,57744457954.7297,4.30643253786916,72470,67590,41281223954.0809,38500383076.5302,19.3239390426823,7.10918742021171,99,187.165425340177,7.2,11.0381154557325,0.184034940557169,82.2926829268293,70.0119135791258,0.482755919770231,142.3577966,2.9,75.84810491,..,..,1653298868.67918,234.404938271605,2.35995118136865,569604,0.3,16.5,..,..,79.150520324707,40.567051221024,98.9722518920898,1.02044999599457,102.319358825684,..,2590,25.0285484861773,..,16.5,..,2.68753135102057,100,30769948707.4934,4.8,6.6,88.6,..,6027.1,..,384,175,209,..,..,..,..,..,30429.947873520006,254.8972126989791
98,Madagascar,0,17111,0,244,27808395,2.68 %,721711,48,581795,-1500.0,4.1,20,39 %,0.36 %,2015,YR2015,MDG,113.7668,25.7433476088786,..,..,0.150407888260536,..,..,..,..,28.3906387132497,3006714077.1,4.241,328059305.56932,124730,11323023786.5698,3.13229588799277,490,1500,11861271030.6874,36248277778.3637,15.991883750346,0.25696715935374,58,32.8297241292709,..,12.5933049163123,6.50373036500456,65.539,42.7712604979622,0.604796547183702,44.12695456,57.9,86.97721223,..,677510009.765625,326844541.396424,41.6536404262633,2.69421338218148,24234088,..,..,0.2,..,68.6542129516602,9.20452203708978,147.314193725586,0.993740022182465,38.512020111084,58.8889,587295,8.94530803668372,..,13,4.48568476049016,4.58449831394986,20.2471370697021,9276733200.77959,47.2,10.4,42.4,..,3761.1,..,..,..,..,..,..,..,139200,..,615.3177844316438,8.774328759354864
99,Malawi,1,5933,0,184,19211425,2.69 %,501205,203,94280,-16053.0,4.3,18,18 %,0.25 %,2015,YR2015,MWI,137.2998,27.4812238583409,..,..,0.0687618492182554,..,..,..,..,29.1565198766117,1721202630.8,4.527,287746689.246669,31470,6373212640.84604,2.79999999900333,350,980,5892246198.87307,16473997716.5332,12.2216244181233,2.42490292225636,87,35.7547547277185,..,14.8071633563582,20.5346585402693,61.953,53.2227652073086,0.63477102741745,39.21521754,53.8,113.4871443,..,1049380004.88281,41493977.0380251,177.612462876538,2.75946170038592,16745303,..,..,9.9,11.8,..,16.6511667103949,146.396820068359,0.996720016002655,40.7725410461426,75.5555666666667,118480,15.2421953659732,..,38,5.53041616500547,3.8751819077733,10.8,4809613184.85833,61.7,8.4,29.9,39.5422371324465,1590.6,71.2,..,..,..,..,..,..,..,..,308.82664872595336,9.577634142183623
100,Malaysia,834,33339,2,251,32436963,1.30 %,416222,99,328550,50000.0,2.0,30,78 %,0.42 %,2015,YR2015,MYS,13.308,8.28750124262814,..,99.4,7.75739069673438,..,..,..,..,69.4486809449242,..,2.056,9857162111.82329,221950,301354756113.174,5.09151572393023,10680,24130,323144189404.8,730292560312.552,25.4242141279809,48.195691610101,93,61.9213707399096,5.8,38.4496758970925,1.21805573355338,75.461,124.74433947836,1.52782057689469,145.6973848,8.1,97.14906799,..,-600000.023841858,1643720838.27636,92.1350235884949,1.34494767739689,30270962,0,7.6,0.4,12.4,101.759986877441,18.6151217435708,103.818672180176,1.04466998577118,84.9344635009766,74.4444333333333,330345,14.0568643627845,..,7.5,..,2.20563408202404,100,225060881715.297,18,9,72.9,53.5744782448738,4054.2,..,14470,..,..,..,..,..,24259700,..,1027.8089228020517,7.738085714128045
101,Maldives,36,11737,0,38,542151,1.81 %,9591,1802,300,11370.0,1.9,30,35 %,0.01 %,2015,YR2015,MDV,9.0044,5.56470954629816,..,..,2.86160051877823,..,61.2528130825501,..,..,76.5339444696745,1006244803.1,1.991,297975993.392527,10,4109424799.72407,2.88454852960507,7650,15410,3478444783.50075,7011178133.5159,..,..,99,67.3861853257521,..,10.6804162069438,7.9299081047869,77.691,51.9780773246762,..,162.6215886,10.1,100.7516678,..,23989999.7711182,3643527.31557031,1516.38333333333,4.47300750595921,454915,..,..,..,..,103.69100189209,..,101.534942626953,..,..,55.5555333333333,300,..,..,12,4.39723040957744,5.57672758473469,99.8356552124023,3262660305.85829,8.3,6.5,85.2,..,2230.2,..,195,..,..,..,..,..,83778,..,21648.95020022097,70.09117386115676
102,Mali,8,3573,0,136,20346106,3.02 %,592802,17,1220190,-40000.0,5.9,16,44 %,0.26 %,2015,YR2015,MLI,173.0382,37.7230621093182,..,43.7,0.181680620052621,15.6,..,..,..,24.0435843785981,3691881672.2,6.145,275414752.965424,47150,13104869674.2274,6.16747921907648,800,1990,13888058721.0446,34647080536.5333,20.7607905796826,..,66,39.5957267478397,..,17.597877055375,2.88474626499318,57.509,49.7296055741523,2.36017445199795,130.1634495,108.6,155.2654543,..,1201599975.58594,816601762.068279,14.2918545472426,2.93599204683621,17438778,..,47.2,1.3,25,50.9262809753418,14.8634902218861,75.6831817626953,0.864260017871857,41.7201385498047,65.5555666666667,1240190,14.095036618247,..,8.5,3.27846441023456,4.94396706738774,37.6,10605214449.2666,61.5,9,29.6,..,1575.5,..,1156190,624734,531456,28.7,87,..,..,..,175.61099897936242,6.684325737809487
103,Malta,218,6400,0,64,441750,0.27 %,1171,1380,320,900.0,1.5,43,93 %,0.01 %,2015,YR2015,MLT,13.0422,1.08272163097901,..,99.8,3.64184490386538,..,..,..,..,154.245015300312,..,1.37,3640705146.70846,3.49999994039536,10682394998.3357,10.8576421321726,24680,34160,10985308186.2328,15205171356.2142,24.6156808030777,30.4514353199654,89,144.590797538111,8.5,12.3579190317566,2.08969892403282,81.8975609756098,80.9088224255566,0.483592664456357,120.8972712,7,139.6828116,..,..,274400266.635685,1390.790625,2.38639536345808,445053,0.1,16.5,..,..,100.205711364746,38.1155458891108,103.549201965332,1.04007995128632,94.9085922241211,..,320,25.2702973807736,..,28,..,2.45741023637283,100,..,6,3.2,90.8,..,4713.5,..,166,..,..,..,..,..,3023900,..,14487.8324844369,144.878324844369
104,Marshall Islands,0,2,0,0,59259,0.68 %,399,329,180,,N.A.,N.A.,70 %,0.00 %,2015,YR2015,MHL,..,11.8798198912674,..,..,2.48982398718641,..,..,..,..,44.6234986424673,..,..,-5393638.49927042,126.400003433228,184599600,1.59128844558938,4310,4730,247816565.362241,271674728.831819,17.4869284657172,..,75,91.3050190791313,..,12.3327461164596,-1.61427693507211,..,86.6740773002758,..,26.98514946,35.7,108.2156527,..,57060001.373291,27340028.91,319.105555555556,0.45368170088211,57439,..,..,..,..,..,26.9832339831722,87.5146102905273,1.01565003395081,66.3665084838867,37.7777666666667,180,17.2731224769718,..,17,..,1.01790859167494,92.5222244262695,..,..,..,..,47.2545503890583,..,..,2378,1115,1263,..,..,..,..,..,33.750147656896004,0.0
105,Mauritania,62,7725,0,163,4669775,2.74 %,123962,5,1030700,5000.0,4.6,20,57 %,0.06 %,2015,YR2015,MRT,74.2362,20.6295456111909,..,69.3,0.715038994874578,17.8,..,..,..,33.8216366847367,4993494071.2,4.738,501726765.733819,2245,6166857628.62212,5.37633923694933,1640,4080,6650490402.54506,16498775890.9074,44.9568839569954,..,70,57.2735406346799,..,22.7465105988095,-4.79390857827042,63.936,54.1118378428593,2.75766669577628,90.06949804,82.7,125.526098,..,329459991.455078,..,3.92577956728437,2.89357407247678,4046301,..,..,0.2,24.9,70.3925933837891,..,104.511032104492,1.0207200050354,31.4193496704102,66.6667,1030700,..,..,8,14.1528684739522,4.64301587216588,39.5,4880013811.21091,54.4,9.4,36.2,..,1352.7,..,..,..,..,..,66,..,72700,..,1654.2552906724627,34.90532199088821
106,Mauritius,11,452,0,10,1272140,0.17 %,2100,626,2030,0.0,1.4,37,41 %,0.02 %,2015,YR2015,MUS,26.7934,3.15399384717475,..,99.8,3.33705553201516,..,..,..,..,47.86224697665,..,1.36,216455188.3064,385.999984741211,11692287066.381,3.5530717300396,10700,20860,13505307610.0799,26339259783.019,18.0910627895573,0.114091091769562,99,57.1473530897088,..,19.2420948881781,0.960795672969468,74.3531707317073,63.7343229574548,0.146135698828719,139.9254916,14.5,119.0235418,..,78419998.1689453,223577781.357291,621.972906403941,0.132433082605329,1262605,..,..,1.3,..,100.480560302734,11.4616668252446,102.920539855957,1.03201997280121,97.3696670532227,93.3333666666667,2040,8.99395695949919,..,6.5,..,-0.138024115320608,97.3458404541016,10489769546.2591,6.8,5.1,88,..,2695.9,..,1063,..,..,..,..,..,467000,..,355.3068058547016,7.860770041033219
107,Mexico,4430,929392,142,91895,129166028,1.06 %,1357224,66,1943950,-60000.0,2.1,29,84 %,1.65 %,2015,YR2015,MEX,62.607,3.19645985524598,..,97.7,3.96319112817122,66.9,52.5362350912223,..,1537.2613237258,34.5633308736609,426913933055.6,2.215,35735426741,660400,1170564619927.69,3.28799159933094,10170,17830,1238950509918.89,2173135864192.38,23.2767500124052,19.8324219066804,97,36.6029836070363,..,30.0133572198525,2.78739303900679,74.904,67.1327312155175,0.467571837203667,88.37175565,16.2,93.55391226,..,321070007.324219,26233171803,62.6859013863525,1.24117772471849,121858258,..,..,..,3.9,104.909820556641,19.0386629339117,106.606109619141,1.02982997894287,100.832740783691,92.2222333333333,1964380,12.7966219623318,..,8.4,12.7075773069386,1.61014961859128,99,926314831510.02,9.7,10.6,79.7,..,3470.1,..,77591,..,..,..,95,..,5402866.65,..,7195.328480643533,711.4486790597913
108,Monaco,9,375,0,2,39290,0.71 %,278,26337,1,,N.A.,N.A.,N.A.,0.00 %,2015,YR2015,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6261622101.40908,4.89999916940167,..,..,..,..,..,..,89,..,..,17.6004677865192,1.10275640955717,..,..,..,90.19566255,3.5,..,..,..,..,18859,1.05544689788934,37718,..,..,..,..,..,..,..,..,..,..,2,..,..,..,..,1.05544689788934,100,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9544.413336726902,50.903537795876815
109,Mongolia,3,349,0,0,3287242,1.65 %,53123,2,1553560,-852.0,2.9,28,67 %,0.04 %,2015,YR2015,MNG,29.2282,13.3561451328882,..,..,7.76585750118645,..,..,..,..,45.6455947692452,21939939228.4,2.918,94319767.4741563,125527.998046875,11749620619.5962,2.37983580688481,3820,9880,11463724094.2492,29636387676.1811,26.4126460128093,4.16465428609455,98,44.6414179750286,..,31.0405477607926,1.73300910395857,69.111,72.0619011806955,0.865841301580739,102.3251098,20.2,149.12583,..,236339996.337891,260910769.826183,1.93004389917351,1.96455045446442,2998439,..,..,0.1,..,98.1288681030273,22.5631140834535,100.362373352051,..,..,74.4444333333333,1564120,11.7628140758499,..,12,35.2930097763368,2.06279023041102,88.0488510131836,8604601612.38364,10.2,10.7,79,..,553.6,..,6397,4024,2373,..,..,..,..,..,106.16802778742789,0.0
110,Montenegro,0,19784,0,320,628080,0.01 %,79,47,13450,-480.0,1.8,39,68 %,0.01 %,2015,YR2015,MNE,10.9198,8.06118573423757,..,..,3.60122894629829,..,..,..,..,42.1180721256354,6225608727,1.723,699855695.331555,8270,4054712082.54743,3.39035987509256,7260,16700,4514899207.06218,10387848814.9118,20.0951590800632,13.2631689943494,64,60.5709052261971,5.2,14.3534622406494,2.21959421094124,76.452,58.9930912800396,1.40371623967527,160.7592877,3.6,..,..,99959999.0844727,469734652.334566,46.2571747211896,0.0561107244885728,622159,1.4,24,0.1,..,94.3193435668945,..,95.4030914306641,1.01127004623413,92.695182800293,72.2222333333333,13810,..,..,12,64.3532321520752,0.566550161322711,100,3615124063.06962,1.5,3.7,94.8,..,3146.5,..,1680,713,967,..,..,..,..,..,31499.17207998981,509.48923703986765
111,Morocco,2526,225070,64,3826,36985624,1.20 %,438791,83,446300,-51419.0,2.4,30,64 %,0.47 %,2015,YR2015,MAR,32.0676,12.628068222076,..,..,1.76761495335612,..,127.810526103344,..,..,34.8000404878789,44391057518.2,2.524,3252913902.35666,56320,101179808076.36,4.53637816806425,3020,6890,106341535370.763,242479228111.022,30.8009514651551,3.66884660615406,99,42.3979958499924,..,26.094033098841,2.12904824405096,75.726,59.7293087909307,3.23015334784149,124.279337,25.3,117.6284646,..,1518280029.29688,6903543638.09132,77.6688393457316,1.36883844699016,34663603,..,..,0.1,..,96.2577133178711,25.85337122324,109.523971557617,..,..,81.1111333333333,446550,21.2114989855756,..,10.5,10.5673352049743,2.28240007949258,99.6117553710938,87766467703.6491,14.6,6.6,78.8,..,2140.7,..,..,..,..,..,..,..,3965000,..,6085.337373245346,103.44559821405205
112,Mozambique,142,13130,1,94,31398811,2.93 %,889399,40,786380,-5000.0,4.9,18,38 %,0.40 %,2015,YR2015,MOZ,152.8336,22.9161876029395,..,..,0.239883237934824,27.1,..,..,..,31.0781713763781,14446093839.4,5.062,3868353884.95,379400,15950969018.9458,6.72327878035819,640,1270,17397256659.9976,34268684504.4287,41.2491267313207,..,87,62.8305375705609,..,18.0999504040722,7.58585554156497,57.206,73.6444286616536,0.905728198372052,74.45799316,85.4,90.27028489,..,1819119995.11719,142879136.459263,34.3879574760294,2.8348607835446,27042002,..,..,12.4,15.6,48.9531784057617,24.4438522610331,108.62914276123,0.906029999256134,33.5693893432617,72.2222333333333,799380,20.3300885126533,..,21,15.1154160491232,4.3639403406262,24,14190634736.9791,67.1,7.5,25.4,..,733.1,..,461026,305669,155357,38.4,55,..,449700,..,418.1687007192725,2.993743935080854
113,Myanmar,1202,54607,24,1282,54473253,0.67 %,364380,83,653290,-163313.0,2.2,29,31 %,0.70 %,2015,YR2015,MMR,29.0358,26.7344180126358,..,..,0.423286250838684,..,..,..,..,22.9751672339693,10292754836.4,2.198,4083839111.71186,290410,67822772707.1034,6.99284029025135,1260,4280,66117835266.1487,225644892096.516,33.2794509445457,0.469744092576378,84,30.9398765288295,7.3,33.9124724081884,6.28737732954107,65.81,41.7470399245924,..,77.81539875,51.8,100.2669481,..,1168500000,2004623473.67706,80.6650425675262,0.762033335118121,52680726,4.8,32.1,0.8,..,..,18.1160756442308,..,..,..,55.5555333333333,676590,5.88449993847835,..,16,3.58230036064506,1.46110255623051,60.5,61290395120.1357,24.7,8.7,66.6,..,3656.9,..,..,..,..,..,..,..,827249,..,1002.4552783730394,23.534485814533607
114,Namibia,24,13012,0,133,2548663,1.86 %,46375,3,823290,-4806.0,3.4,22,55 %,0.03 %,2015,YR2015,NAM,69.769,6.17535697028041,..,..,1.72348226967511,..,70.30046873891,..,..,35.5566604791162,..,3.54,810405164.652585,69190,11272143550.2527,4.52677000113735,5290,10560,12237719849.7063,24438808197.0287,30.5498785571948,0.439186325612408,85,61.9999296037634,2.8,27.6123666009566,3.68563213449744,62.119,104.363468647774,4.40311771428498,110.1478506,47.8,128.2865267,..,142380004.882813,46673693.3503089,2.81177227951269,1.80785137184809,2314904,13.8,17.4,12.3,..,..,35.8545920516465,..,..,..,47.7778,824290,33.6092913326972,..,66,..,4.12446261627695,51.6,9832933431.18032,49.7,9.9,40.4,..,392,..,..,..,..,..,..,..,255246,3.851557065,5105.421940837216,52.184223649811685
115,Nauru,0,0,0,0,10836,0.63 %,68,541,20,,N.A.,N.A.,N.A.,0.00 %,2015,YR2015,NRU,..,4.1960690316395,..,..,3.82132264529058,..,..,..,..,52.7325023969319,..,..,0,0,86779266.1619103,3.7037037037037,11390,14970,142028150.489438,186738281.898791,..,..,98,125.599232981783,..,6.33298178331735,-11.7763157894737,..,117.539597315436,..,90.53260137,34.9,142.1486193,..,31250000,10420480.4071044,623.75,5.11456415402191,12475,..,..,..,..,..,84.2107689549377,..,..,..,..,20,16.6040775071908,..,..,..,5.11456415402191,99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0,0.0
116,Nepal,2933,176500,24,984,29225196,1.85 %,528098,203,143350,41710.0,1.9,25,21 %,0.37 %,2015,YR2015,NPL,69.5002,29.3829458795774,..,..,0.231435418304721,..,..,..,..,11.6219397442892,4142893178.4,2.098,51895699.9282915,36360,21410840908.5198,3.32290543937557,780,2680,21088820528.898,72284863170.6641,39.0574709024527,0.635343570466868,85,41.473327066661,..,13.7171217933042,4.94281445787085,69.515,34.435826371799,1.55663010710609,101.854612,36.2,85.14561316,..,1224439941.40625,6729935670.59216,188.455047087548,0.400968921951817,27015031,..,..,0.2,..,111.830810546875,19.3338229112715,144.177673339844,1.05463004112244,67.8436889648438,72.2222333333333,147180,16.7097622388009,..,17,8.44164426743551,2.44246698283964,85.2443618774414,19522998376.0617,24.4,13.3,62.4,..,2743.9,..,49866,..,..,..,..,..,..,..,6039.309368532548,33.669577442697054
117,Netherlands,8278,367715,29,7453,17141544,0.22 %,37742,508,33720,16000.0,1.7,43,92 %,0.22 %,2015,YR2015,NLD,4.052,1.72432783388019,..,..,10.1825736161847,..,..,..,4233.04385740124,82.658896708444,..,1.66,322579599791.773,3760,765264949780.999,1.95916969092505,49810,50340,843849525698.714,852766433552.616,22.4749568120949,23.9517124963242,95,75.1576793312541,8.9,18.1860210316402,0.7727280064328,81.509756097561,141.460418422378,1.13271150479415,122.8506375,4,94.70155794,..,..,2298091258.74867,502.817542297418,0.443220089035769,16939923,0.1,12.7,0.2,..,..,37.8046341491693,102.697601318359,1.00880002975464,133.545852661133,..,41540,21.1606242246467,..,3.5,..,0.980296200244103,100,634674242638.896,5.8,5,89.3,..,8752.8,..,..,..,..,..,..,..,12497016,..,21451.68486572738,434.7916383728327
118,New Caledonia,0,28,0,0,285972,0.97 %,2748,16,18280,502.0,2.0,34,72 %,0.00 %,2015,YR2015,NCL,15.9752,..,..,..,17.4465198237885,..,..,..,..,..,..,2.06,1203895440.08717,8390,..,..,..,..,..,..,..,5.26801101162192,..,..,..,..,..,77.2443035079364,..,..,96.02014277,..,164.036777,..,..,612898777.615136,14.9015317286652,1.60980440018105,272400,..,..,..,..,..,..,..,..,..,..,18580,..,..,..,..,2.25717126133824,100,..,..,..,..,..,6052.2,..,..,..,..,..,..,..,113000,..,97.91168366133745,0.0
119,New Zealand,5,1612,0,25,4829021,0.82 %,39170,18,263310,14881.0,1.9,38,87 %,0.06 %,2015,YR2015,NZL,20.7336,4.48633312899829,..,96.3,7.59140892573493,..,160.684109444783,..,4444.72528668103,27.9153109822229,..,1.99,-73372796.4211781,101520,177467529071.288,3.61896781875906,40560,36210,186421822267.586,166416913074.36,23.1633422926392,10.1114989913525,93,26.8838119488848,..,21.2370915263828,1.40296831518015,81.4568292682927,39.9560417452571,1.15133916031922,121.3557518,5.5,132.901217,..,..,420635840.750091,17.4535718354791,1.88904512495193,4595700,..,..,0.1,..,..,32.8520182015372,97.9427795410156,1.03589999675751,114.74609375,..,267710,27.5100595715251,..,0.5,..,1.95855929212741,100,145013361637.668,4.4,6,89.6,43.4330873453734,8026.6,..,6658,2730,3928,..,..,..,3173355,..,333.81507349005113,5.177032777451164
120,Nicaragua,0,4424,0,156,6638075,1.21 %,79052,55,120340,-21272.0,2.4,26,57 %,0.08 %,2015,YR2015,NIC,88.5716,16.1098281023966,..,..,0.85675918010554,..,47.8325695833895,..,..,40.0834610749856,10513666054.8,2.48,967000000,31140,12756706583.3113,4.79144081994679,1910,5150,11905354803.0186,32052201357.1565,33.4767491019738,0.583064440191771,99,58.1104205552376,..,25.7348859815879,7.58893784659118,73.649,93.2764261864156,0.784493121102181,116.7261909,19.4,206.5980803,..,457920013.427734,1197500000,51.7138108692039,1.3020914319441,6223240,..,..,0.2,..,..,16.728064145962,..,..,..,70,130370,15.5895883603149,..,14,15.3694691100598,1.63948052886928,83.6819152832031,10874322065.5196,11.4,12.8,75.8,..,1940.4,..,..,..,..,..,..,..,138445,..,666.458272917977,23.500789008861762
121,Niger,0,1221,0,69,24346468,3.84 %,895929,19,1266700,4000.0,7.0,15,17 %,0.31 %,2015,YR2015,NER,192.22,32.6061291970186,..,39.7,0.101384119910429,..,..,..,..,13.6503975283458,2228257987.8,7.169,529476871.090612,11420,9667589437.27909,4.36778271536467,520,1130,10382259533.1118,22505341600.1021,32.1799203819956,15.8616507380257,85,30.5140078659131,..,21.5900013980657,2.56755661842682,60.631,31.6831824507234,..,44.79127561,94,170.9499465,..,869280029.296875,171586253.022659,15.7903710428673,3.88158148097942,20001663,..,..,0.3,..,..,..,71.5959091186523,0.824790000915527,20.0932197570801,71.1111333333333,1267000,..,..,16,6.19457706696881,4.05406593744959,16.6,8172562036.37197,63.3,10.5,26.1,..,551.3,..,1280841,718427,562414,..,..,..,..,..,50.15101163749911,2.8340866527333657
